sentence1,sentence2,label
"复仇者联盟的种子","求血色圣光联盟的帐号",0
"暗黑战神刷战神之路有什么用？！","暗黑战神刷战神之路有什么用？",1
"开关插座什么牌子好？","开关插座什么牌子好多少钱",0
"教师节送什么礼物好。","教师节送什么礼物",1
"这个是什么修图软件的？","关于这个修图软件",1
"能给我发一份吗","能给我发一份试题吗",0
"谷歌地图咋能下载呢？","为什么我下载的问道怎么不能用啊",0
"隔夜豆浆能喝吗","隔夜豆浆还能喝吗",1
"如何做小豆腐？","豆腐泡怎么吃？",0
"淘宝和拍拍网哪个好呢","淘宝网与拍拍网哪个好",1
"中国的伟大科学家有哪些？","中国有哪些伟大的科学家",1
"求一本主角重生娱乐圈的小说","问一部重生娱乐圈类的耽美小说",0
"大王叫我来巡山","大王叫我来巡山了…",1
"猴子喜欢吃什么？","猴子最喜欢吃什么",0
"怎么榨橙子汁","橙子皮怎么吃",0
"口渴的时候喝什么最解渴。","口渴了怎么办！什么最解渴",1
"朋友结婚送什么礼物","朋友要结婚，送什么礼物好？",1
"潮流前线的衣服贵不贵","寻一潮流前线的衣服",0
"怎么用泡打粉做蛋糕？","怎么泡打粉做蛋糕？",1
"这首歌叫什么","这首歌叫什么名？",1
"感觉全身无力怎么办","总是感觉全身无力怎么办",1
"昵图网素材下载","昵图网下载个素材",1
"淘宝如何举报店铺","怎么举报淘宝店铺？",1
"全国与我同名同姓的人","全国有多少人与我同名同姓",1
"这是什么植物，谢谢","这是什么植物？谢谢",1
"什么说说最吸引人","什么话最吸引人？",0
"金文的日字怎么写","班的金文怎么写",0
"有什么女扮男装类的动漫吗？","求女扮男装的动漫",1
"黑木耳与粉木耳是什么区别？","秋木耳与黑木耳有什么区别",0
"保肝护肾的中药","保肝护肝中药",0
"重庆工业职业技术学院分数","重庆工业职业技术学院的邮编",0
"助理工程师怎么查","我如何评助理工程师",0
"怎么能看完回家的诱惑","怎么不重复可以走完所有格子",0
"红色领带配什么颜色衬衫","红色衬衫配什么颜色领带",1
"我的世界城市存档有没","玩《我的世界》很卡",0
"我好想脸皮厚！","脸皮厚的人什么样",0
"短文阅读答案","荷阅读答案",0
"寒假作业，初二的","初二的寒假作业",1
"这酒多少钱一瓶啊！？","这酒多钱一瓶？",1
"长方形的对角线怎么算","长方形的对角线怎么cad画",0
"我是射手女，他是水瓶男","我该怎么挽回射手男，我是水瓶女。",0
"最搞笑的电视剧是什么","什么电视剧搞笑呀？",1
"麻烦您按照小二给您发送的这个流程操作呢～","麻烦您按照小二发给您的这个流程操作的呢~",1
"新浪微博认证","新浪微博不认证会",0
"小米手机好还是三星手机好？","小米手机好还是三星手机好",1
"如何修改自己的微信号？","怎么修改微信号？",1
"翻译时光怎么会老，我们怎么会散","时光不老我们不散那怎样才算时光老了",0
"如何用手机号码查询身份证号？","有身份证号怎么查询手机号码",0
"男人为什么喜欢摸乳房","男人为什么喜欢摸着乳房睡觉",0
"我是歌手第二季都有谁","歌词最懂我的人是哪首歌",0
"黑暗料理的人","黑暗料理的阿",1
"急求英语专业的文献综述范文!","跪求文献综述写法及范文！",0
"什么牌子的冲锋衣好？","冲锋衣什么牌子好？",1
"林冲属什么生肖","林冲是什么生肖？",1
"手机换了屏幕后有白点","手机屏幕有白点",1
"人工审核是需要上传证件信息进行操作的","您需要上传证件做人工审核哦",1
"卡哇伊是什么意思","卡哇伊什么意思？",1
"蔡骏人间下卷","人间下卷蔡骏",1
"谢谢用韩语怎么说","谢谢用韩语怎么写？",1
"玫红色配什么颜色好看？","红色配什么颜色好看？",0
"生日快乐韩文怎么念","用韩文怎么说生日快乐",1
"羽毛球如何的提高技术？","羽毛球怎么提高技术？",1
"这图片是什么动画","这个图片是什么动画",1
"怎么下载破解版的游戏？","怎么可以下载破解版游戏",1
"啄木鸟女包怎么样","啄木鸟女包如何？",1
"红色衣服配什么颜色裤子好看","砖红色衣服配什么颜色裤子好看",1
"请您提供您的朋友的支付宝账户和您的朋友给您转账的金额，谢谢。","请您提供您的朋友的支付宝账户和您的朋友给您转账的金额，谢谢您了。",1
"您好您是使用哪个支付宝账户进行操作的，麻烦您了。","是您操作使用时的支付宝账户的，麻烦您了。",1
"陕西安康大不","陕西安康的人请看",0
"这个是什么车标","这个车标叫什么？",1
"杜汶泽说什么了","杜汶泽生什么病",0
"小米手机电池怎么取","小米手机电池怎么换？",0
"石家庄铁道大学四方学院招生计划","石家庄铁道大学四方学院西校区",0
"巴基斯坦的首都是什么？","巴基斯坦的首都叫什么？",1
"贫贱夫妻百事哀真的是这样吗","贫贱夫妻百事哀真的吗？",1
"如何注销异地银行卡？","如何异地注销银行卡",1
"三星手机屏幕是不是最好的？","三星手机的屏幕是否都是三星生产的？",0
"法律保障与限制自由的关系","如何理解自由权和法律的关系？",0
"求大传说中的勇者传说","传说中勇者的传说大结局",0
"刺客信条大革命我的配置能玩吗","这配置能玩刺客信条大革命吗",1
"这个女优叫什么","这个女优叫什么呀？",1
"一清二白王者气，鸡鸣三声兔飞天。是什么生肖？","九变十化王者归来，翻手为云覆为雨是什么生肖？",0
"红富士苹果树苗在哪里买","在哪里可以买到全新的苹果5",0
"有什么好听的歌啊推荐下","有什么好听的歌呢？推荐下",1
"都说人有三急，哪三急？","所谓人有三急是哪三急",1
"床上用品哪里有批发呢？","请问哪里有床上用品批发",1
"属狗戴什么好","属狗要带什么",1
"快乐十分","成长快乐",0
"哪里有游戏王的下载要中文的","游戏王中文版哪里有下载",1
"怎么学魔术","魔术贴怎么用",0
"求天龙八部挂机脚本","天龙八部求挂机脚本。",1
"女人吃伟哥会有什么反应","女人吃了伟哥会有什么反应",1
"我的浏览器出问题了","浏览器的问题",1
"跪求中短篇的日本动漫","日本短篇冒险热血魔幻动漫",0
"《魔笛》是谁的作品啊？","轩与轩寻是谁的作品",0
"爸爸去哪儿第三季一共有几期","爸爸去哪儿第一季到第三季那一季最好看。",0
"请问这串手串是什么木头，值多少钱？","这手串是什么木头？价格多少求赐教！",1
"夸张的成语有哪些","比喻的成语有哪些",0
"求动态图黄的","求这个动态图吧",1
"谁能告诉我她是谁？","谁能告诉我这是谁？",1
"属羊女的和什么属相最配","男的属猴的和什么属相最配",0
"江苏信息职业技术学院东亭校区条件很差吗？","江苏信息职业技术学院住宿条件好吗",0
"北京好找工作吗","北京好找工作吗？",1
"啥的后面加什么标点符号","六一儿童节跳什么舞？",0
"别人骂你猪尾巴是什么意思","大尾巴狼什么意思？",0
"女人说分手都有哪些原因","情侣分手原因都有哪些",0
"女人怀孕初期可以做爱吗","月经前一天做爱会怀孕吗",0
"非洲大蜗牛怎么养","非洲茉莉起蜗牛怎么不办",0
"全中国谁最有钱","中国谁最有钱",1
"结构力学，求弯矩图","结构力学求弯矩图",1
"留什么头发好看","有刘海好看还是中分好看",0
"冬至日北纬40度的昼长","地球上北纬40度的纬线长度为",0
"在线签名设计","签名设计在线等",1
"谁给个无毒黄页","谁给个黄页无毒的",1
"谁有天天酷跑的外挂我不怕封号","天天酷跑外挂，不封号的谁有",0
"这个图片的符号怎么打？","图片上这个符号怎么打",1
"请问这是什么水果啊","请问这是什么水果，怎么吃",1
"瘦腿袜哪个牌子好","瘦腿袜哪个牌子好怎么办呢？",1
"沈阳中街小吃","沈阳中街附近哪有图书馆",0
"谁有范冰冰拍的苹果完整版","苹果范冰冰完整版谁有",1
"淘宝如何花钱刷收藏？","淘宝人工刷收藏淘宝会查吗",0
"过年后摆地摊卖什么好？","过年摆地摊卖什么好",1
"开车怎么看红绿灯","开车怎么看红绿灯呀",1
"广东技术师范学院和广东文艺职业学院","广东文艺职业学院离广东陪正学院有多远",0
"男人踩女人的脚是什么意思","被男人摸了是什么感觉？",0
"学哥学姐们:山东化工职业技术学院这个学校怎么样?","山东化工职业学院高分子专业与有机哪个好",0
"鸽子楼什么意思","鸽子叫是什么意思",0
"行尸走肉第五季什么时候更新","行尸走肉什么时候出第五季",1
"三个字的唯美网名。","情侣网名，两个字的",0
"微信抢红包怎么玩","微信上如何抢红包",1
"结婚四年看我如何虐死渣男和小三","结婚四年看我如何虐死渣和小三",1
"这条鱼是罗汉的什么品种？","这条罗汉是什么品种？",1
"这中盆栽叫什么名字？","这种盆栽真实名字叫什么",1
"全民枪战和全民突击哪个好玩，为什么?","全民枪战和全民突击哪个好玩？",1
"这里面的动漫人物是哪个？","这幅图里面的动漫人物是哪个动漫的哪个人物",1
"因为版说说助手下载","求一个刷说说赞的软件",0
"我的世界手机版这个是什么东西？","我的世界手机版这是什么东西",1
"为什么我的鼠标失灵了?","为什么我的鼠标老是失灵",1
"谨慎的意思是什么","谨慎是什么意思？",1
"苹果六可以越狱吗","苹果越狱可以升级吗",0
"如何使用京东商城礼品卡","京东礼品卡怎么使用",1
"找一部电影，知道的请说下","求一部电影，知道的说下吧",1
"我是女生，腿毛很长很黑怎么办~","我是女生,长了腿毛怎么办啊",0
"这种类型！的图片！叫什么？","这种类型的图片大家有吗",0
"广州南站坐高铁到汕头要多长时间","广州汕头到福建三明坐高铁要多久?",0
"如何登陆博客","怎样登陆博客？",1
"求一个好听的班群名","找一个好听的群名",1
"不什么一什么，四字词","作业一()不()四字词是什么",0
"新笔记本开机后怎么用？","笔记本怎么开机",0
"人在临死前是什么感觉","人临死前的感觉是什么…",1
"正实数是什么？","实数是什么",0
"什么牌子的音响最好？","什么牌子的音响最好",1
"这个是韩国网络红人吧？叫什么","这个韩国网络红人男的是谁",1
"路虎是那个国家的","路虎哪个国家产的",1
"求此图的出处","求此图出处}",1
"淘宝的集分宝是什么？怎么用？","做代理，是什么意思？怎么做？",0
"有什么好听的歌曲，求","有什么好听的歌曲吗？",1
"这是什么品种的狗狗阿？好萌","这是什么品种的狗狗？趴蹄了吗",1
"有什么好看的动漫电影","什么动漫电影好看",1
"富有诗意的网名","富有诗意的网名男",1
"在哪下载梦幻西游传啊","梦幻西游在哪下载？",1
"微信可以取消吗","微信能取消别人的赞吗",0
"淘宝年度对账单怎么查","手机支付宝怎么查年度账单",0
"我喜欢我同桌怎么办","为什么喜欢我的人都是我的同桌呢",0
"大家觉得火影忍者和犬夜叉哪个更好看","海贼王与火影忍者/犬夜叉哪个好",0
"笑的时候嘴型不好看怎么","怎么让嘴型变好看",0
"谁领养孩子","谁要领养孩子",1
"这是什么树叶。","这是什么树叶呀",1
"避孕套什么牌子最好？","避孕套什么牌子的最好？",1
"在家就可以赚钱的工作有吗？","请问有没有在家就可以挣钱的工作呀",1
"手机屏幕怎么清洗","怎么清洗手机屏幕",1
"我想和我老公离婚","我和老公离婚后",0
"设计自己的个性签名","如何设计自己的个性签名吗？",1
"在那个网站看小说是免费的","有哪些免费德小说网站、",1
"小二这面由于后台权限，需要转接核实下的。","亲，您详细描述一下具体的情况，小二这边会尽量帮您进行核实的。",0
"关于杨幂的屁股","杨幂的屁股有多大",1
"方便核实您身份信息","对方持有您的身份信息，具体掌握多少信息我们不清楚。",0
"怎么提取图片上的文字？","怎么提取图片中的文字",1
"如何戴假发","如何戴假发网",1
"一？一周立波秀","猜品牌，天猫上的",0
"苹果手机怎么边打电话边录音","苹果手机打电话给别人，怎么录音",1
"，茶叶蛋是什么意思？","茶叶蛋什么意思",1
"哪家蛋糕好吃？","我想吃蛋糕了哪家好吃啊",1
"燃眉之急的眉是什么意思","燃眉之急是什么意思",0
"怎么练出腹肌","怎么才能练出腹肌来",1
"小便出血是什么原因？","男人小便出血是什么原因",1
"这个体检报告有什么问题","这个体检报告有问题吗",1
"怎么用迅雷下载游戏?","迅雷游戏怎么下载",1
"为什么无缘无故电脑会死机？","为什么我的电脑有时会无缘无故的死机呢？",1
"现在什么电影最流行","现在最流行的电影是什么？",1
"不明觉厉是什么意思","不明觉厉是什么意思？",1
"如何查询档案在哪里","如何查询档案",1
"杏仁该怎么做","男女新婚之夜该怎么做",0
"侍的组词有什么","啕字的组词有什么？",0
"请问一首儿歌的名字","一首儿歌的名字",1
"北京青年怎么样","北京青年怎么样？",1
"个人主页申请","申请个人主页",1
"您好，您的账户还有其他账户关联所以是无法注销的","取消手机账户是需要账户信息本人操作的，您非账户信息本人是无法取消的",0
"预防痔疮吃什么水果好？","痔疮术后吃什么水果好",0
"年轻人的死是什么死","年轻人该看什么书",0
"女人喝红牛好吗","女人可以喝红牛吗？",0
"世界上最贵的花是什么花","世界上最贵的菜是什么菜？",0
"推荐下好看的韩剧吧","好看的韩剧推荐",1
"什么时候吃水果","在什么时候吃水果在好啊",1
"网络用语(我被猫咬了)什么意思","凑在网络用语中什么意思？",0
"陈晓和赵丽颖是情侣吗？","张翰和郑爽他们是情侣关系吗？",0
"在哪里买诛仙漫画书","哪里有卖漫画书的",1
"建议您后续关注一下状态的，麻烦您了。","建议您后续关注一下交易的状态，麻烦了。",1
"为什么红米，还能抢购吗","红米还要抢购吗？",1
"我的世界这是什么？","这是什么？《我的世界》",1
"中国地质大学北京怎么样","中国地质大学北京的具体位置",0
"歌名最后两个字是爱你的歌都有什么","四个字的歌歌名最后两个字是你我的是什么歌",0
"怎样学习英语啊？","如何学习英语",1
"这个衣服是什么颜色","衣服什么颜色？",1
"尽的第三声怎么组词？","栽第三声怎么组词",0
"昨天的我是歌手谁淘汰了","昨天我是歌手谁淘汰",1
"梦三国怎么绑定装备","梦三国怎么样绑定装备",1
"怎么瘦脸啊？","怎么瘦脸啊？求达人",1
"梦见别人的头流血","梦见被别人家的鹅咬到脚流血",0
"七年级下册地理课件","七年级下册地理期中测试",0
"谁有这种类型的图片","这种类型的图片",1
"哈哈哈。","又是迅雷慢",0
"有关不讲诚信的故事，快","关于诚信的故事",0
"怎么除痘","怎么去除痘疤和痘印",1
"怎么样才能提高一个人的自信心","怎么样能提高一个人的自信心",1
"是否有其他的呢","是会有手续费的，没有其他的什么费用",0
"想做餐饮业怎么样做好！","如何做好餐饮业？",1
"县城做什么生意好","在县城做什么生意好？",1
"有什么工作适合我？","我属蛇的，适合什么工作",0
"大家觉得邓紫棋怎么样？","邓紫棋大家觉得怎么样！",1
"我是女生学广告设计和计算机哪个有前途些？","学计算机的话，学什么比较有前途？",0
"您可以在支付宝首页查询明细哦","您可以登录您的支付宝查看首页吗亲",0
"求动漫人物素材","求一些动漫人物免抠素材",1
"恩呢，您先不要着急，我这边给您转接对应工作人员，您看尅吗","亲亲小二在呼唤您，您好，请您尽快响应，未响应系统将自动关闭对话哦~",0
"冬季适合钓什么鱼","冬季适合吃什么菜",0
"三点水一个奇怎么读","三点水加一个辟怎么念",0
"什么牌子的胶原蛋白粉比较好？","什么牌子的胶原蛋白粉便宜又好",1
"及时管理卖家交易的平台的客服哦。麻烦您了。","辛苦您查询服务窗电费代扣－代扣记录；",0
"现在的人最需要什么？","世界上最好喝的酒什么酒？",0
"现在坐汽车可以带宠物吗？","长途汽车能带宠物吗？火车呢？",0
"圣诞之吻所有歌曲","关于圣诞的歌曲",0
"求此图高清大图。","求此图手机壁纸(要高清的)",0
"什么男士沐浴露好用？","男生用什么牌子的沐浴露好呢",1
"正男的头像配什么名字好？","我头像上的人叫什么名字？",0
"电动车碟刹怎么选","如何装踏板摩托车皮带",0
"哪个网站卖化妆品是正品啊？","什么网站卖的化妆品是正品？",1
"舅舅叫姐姐的儿子叫做什么？","舅舅管外甥的儿子叫什么？",0
"只能绑定一个账户。","但是浦发，兴业只能绑定一个账户。",0
"笔记本电脑一天开几个小时合适？","笔记本电脑一天开几个小时最合适",1
"这个是在您支付宝的账户的余额的","您可以核实一下您的支付宝账户的账户资产-我的银行卡的页面的",0
"今天七夕！大家怎么过啊","今天七夕你们怎么过的",1
"房屋维修基金是什么","什么是房屋维修基金？",1
"请问什么牌子保暖内衣好","什么牌子保暖内衣好呀！",1
"上铺好还是下铺好","上铺还是下铺好？",1
"云南警官学院还属于公安部的学院吗？","云南警官学院什么专业好？",0
"晚安用韩语怎么说谐音","晚安好梦用韩文怎么说呢",1
"唱吧要怎么和别人发起合唱","如何用微信给别人传歌曲",0
"汪峰为什么要上头条","为什么要帮汪峰上头条？",0
"提示您账户存在风险的话，是由安全系统检测的","由系统为您自动检索符合条件的投资理财产品信息并自动下单",0
"读音是什么意思","读音是什么意思？",1
"我想去迪拜！怎么去啊","我想去迪拜．怎么去？",1
"我是歌手第二季冠军是谁","《我是歌手》第二季总冠军是谁",1
"学化学的人考法律硕士有没有前途","学法律有前途吗",0
"母老虎是什么","母老虎指的是什么",1
"什么品牌的空气净化器好?","空气净化器什么品牌的好呢",1
"如何跟长辈聊天","如何和长辈聊天",1
"我的个性签名怎么写","垚的个性签名怎么写",0
"这女优是谁？","这个女优是谁》？",1
"有常用英语单词的书","常用英语单词有哪些！",0
"怎么才能睡个好觉、？","怎样睡个好觉",1
"郑州割双眼皮现在哪里好啊","现在郑州割双眼皮哪里好",1
"郑州哪个汽修学校好？","郑州汽修学校哪个好",1
"求这张图片的无水印图","这张无水印图片谁有",1
"为啥中国足球那么差","中国足球为啥这么烂",1
"卤猪肝怎么做好吃","怎么让精子更好吃",0
"求1-2本小说贵精","求1-2本好看的小说",1
"被男人摸了是什么感觉？","男人说爱你是啥感觉",0
"求重生耽美文","现代女主重生空间文",0
"做自己，一腔热血，何患得失.什么意思","做自己，一腔热血，何患得失什么意思",1
"为什么我的头发是自来卷？","空气刘海是烫的吗多少钱",0
"葫芦岛属于哪？","葫芦岛属于哪",1
"玩鸭子怎么玩","我想做鸭子怎么找",0
"安徽新华学院软件技术怎么样？","安徽合肥的新华学院怎么样",0
"怎么解除微信绑定的手机号","微信怎么取消手机号绑定",1
"北京的普通老百姓，现在该不该买房？买M5朗峰？","现在该不该买房？买什么价位的房？",0
"西昌在哪个省哪个县？","西昌是哪个省",1
"关于天气的成语有哪些","关于天气的成语",1
"蓝牙耳机可以听收音机吗","蓝牙耳机能听歌吗？",0
"请认真和我恋爱游戏有h吗","求请认真和我恋爱的PC汉化版。谢谢了",0
"怎样画鸟","怎样画鸟？",1
"一叶子的面膜怎么样？","叶子面膜怎么样？",1
"好的，麻烦您了，很抱歉给您造成了困扰了。","抱歉，刚才打错字了请谅解。麻烦您提供全屏截图，辛苦您了",0
"江苏科技大学土建院宿舍情况","江苏科技大学会计学女生宿舍怎么样",0
"网上有什么好的兼职工作","我想在网上找兼职，可信吗？",0
"这是什么牌子的钱包？别人送我的","这是什么牌子的钱包呀",1
"怎么可以查到开房信息？","看车牌号可以查车主信息吗",0
"请问这个是什么什么成语？","请问？惊？寒是什么成语",0
"梦见自己被鬼追还被咬了手臂","梦见断了的手臂",0
"房地产和股市之间的关系","银行和房地产之间的关系?",0
"哪里有买劲红茶的？","劲红茶哪里有卖",1
"支付宝怎么申请","怎样申请支付宝",1
"我爱你．粤语怎么说．？","我爱你用粤语怎么说",1
"怎么笑得自然？","自然派怎么样",0
"在您招财宝里面哦","您查询一下您的（财富）－－账户余额的",0
"麦当劳都有些什么好吃的","麦当劳有什么好吃的",1
"怀孕5个月能打掉吗","怀孕五个月能打掉吗",1
"去哪儿网机票预订电话","去哪儿机票预订电话",1
"怎么批量下载歌曲？","怎么批量下载歌曲",1
"什么家用净水器好？","什么家用净水器好",1
"百度空间登陆","如何进入其他人得百度空间",0
"求何以笙箫默的广播剧，","何以笙箫默就那么火那么好看吗？",0
"什么牌子的面膜好用?","什么牌子的面膜好用啊",1
"灵芝要怎么吃？","灵芝怎么吃",1
"猫爱吃什么食物","什么食物护肾",0
"这样的话，建议您是可以从新操作申诉一下，申诉成功之后就可以操作认证的","您好，辛苦您有身份证时操作一下升级认证，之后就可以操作关联认证的",0
"火影忍者漫画的去哪里看呢","火影忍者漫画该从哪里看",1
"江枫渔火对愁眠的眠是什么意思","江枫渔火对愁眠的对是什么意思",0
"关于无线路由的问题","关于无线路由问题",1
"这只鸟叫什么名？","这鸟叫什么？",1
"什么行业赚钱","最赚钱的行业是什么",1
"求《清和月下觞》的全文","求《鸳鸳相抱》全文",0
"持之以恒是什么意思？","持之以恒的持是什么意思",0
"怎么才能听到自己的声音。","你能听到什么声音？怎么写？",0
"杜甫是怎么死的","杜甫怎样死的",1
"在京东买东西怎么买","怎样在京东买东西",1
"叶罗丽精灵梦第二季","叶罗丽精灵梦的分集剧情",0
"求完美国际漂亮女法师人物代码！","完美国际高分求一个漂亮的MG代码",0
"如何治疗偏头痛","偏头痛怎么治疗",1
"无孔不入的生肖是什么？","什么生肖无孔不入",1
"三角形能画成什么小动物","三角形可以画成什么动物",1
"我的男朋友和我的闺蜜吵架了怎么办","我有个闺蜜她跟男朋友吵架了我该怎么安慰她",0
"爱我的请举手！","大家爱我的请举手，",1
"支付宝如何转账到余额宝","自己余额宝怎么转账到别人支付宝",0
"怎样打简单的中国结","怎样做简单的中国结",1
"怎么压缩图片","如何压缩图片？",1
"怎样对付婆婆","怎样对付恶婆婆",1
"硫酸铜溶液是什么颜色","硫酸铜溶液是什么颜色的？",1
"有始有终的反义词是什么","有始有终的反义词是什么？",1
"韩束怎么做代理","韩束代理怎么做",1
"阿联酋的首都是哪儿","阿联酋首都是哪",1
"可爱的个性签名！","可爱的个性签名",1
"为什么感觉自己不会爱了","我感觉自己不会再爱了",1
"现在微信朋友圈照片怎么删除别人对我的评论？","微信朋友圈好友的评论可不可以删除啊？",0
"形容人多的成语有哪些？","描写英雄人物的成语有哪些？",0
"求一本古代的言情小说","找一本古代的言情小说",1
"怎样做萝卜最好吃","萝卜怎样烧好吃",1
"哪里买苹果手机最便宜","在哪里买苹果手机便宜？",1
"九开头的成语有哪些","(童)字开头的成语有那些！",0
"哪种电炖锅好","广东伟龙紫砂电炖锅好吗",0
"你们喜欢魏晨的什么？","你们喜欢魏晨还是武艺（我喜欢魏晨）",0
"故乡是什么","什么月是故乡明",0
"印度最好听的歌曲","最好听的印度歌曲",1
"联通增值业务怎么取消","联通增值业务如何取消",1
"来自神话故事的成语","神话故事成语",1
"谢谢你日语怎么说","日语的谢谢怎么写",0
"钱真不好挣！","钱难赚，屎难吃",0
"椭圆及其标准方程","椭圆标准方程",1
"男属狗女属鸡结婚的多吗","女属鸡跟男属狗的能结婚吗？",0
"男的吃避孕药有什么危害？","吃紧急避孕药对身体有什么危害么。",0
"辽阔的反义词是什么？","辽阔的反义词是什么",1
"那么问题就来了…","那么问题就来了！？",1
"淘宝聚划算怎么抢","淘宝聚划算怎么做",0
"这边核实到这个邮箱账户是在您购买这个手机号之后注册的这个支付宝账户","亲，查询到您的这笔转账是已经成功的转入到这个手机号码注册的支付宝账户的。",0
"移动手机怎么刷钻","怎么用移动手机刷钻",1
"高原红怎么去除","高原红如何去除",1
"现在有什么好看的电视剧","现在最好看的电视剧是什么",1
"哪有这张图片的大图","谁有这张图片的大图啊",1
"冬天穿什么鞋最暖和","冬天穿什么衣最保暖？",0
"写一件艺术品的作文","一件艺术品作文",0
"动漫女这个是谁？","求这个女的是谁、哪个动漫里的",1
"玻色子是什么","什么是玻色子",1
"怎么举报诈骗网站","怎么样举报诈骗网站？",1
"怎样快速解冻肉","怎么样才能快速解冻？",1
"过期的面包能吃么","过期的面包能吃吗",1
"求下载动漫的网站","有什么下载动漫的网站吗？",1
"这图是什么意思","这图的意思",1
"什么软件能赚流量","下载软件要多少流量",0
"如果小孩子不听话该怎么办","小孩子不听话该怎么办",1
"节奏大师外挂怎么下","节奏大师外挂要怎么开？",1
"现货白银怎么做？","怎样炒现货白银",0
"女孩的网名取什么好听，性感女孩网名","你认为女孩起个什么网名好听",0
"我的世界中的牛奶怎么喝？","我的世界里牛奶怎么做？",0
"最近有什么好看的电影恐怖片2015","有什么好看的惊栗恐怖片电影",1
"今年算暖冬吗？","今年是暖冬吗",1
"关于新浪博客的一个问题。","关于新浪博客的问题",1
"张杰谢娜结婚了没","张杰谢娜会结婚吧",0
"怎么追女孩子，要浪漫惊喜表白","在追一个女孩子,不知道该怎么表白",0
"北京哪个医院去痣好","北京哪个医院好",0
"目前支付宝只是您的第三方的支付平台的，是不销售任何的产品的","很抱歉哦，支付宝仅为付款平台，您拍下的话费是由淘宝卖家或运营商发货的",0
"弹弹堂的幸运礼包要怎么得啊","弹弹堂怎样得勋章快",0
"美丽窈窕是什么意思","美丽窈窕的意思是什么？",1
"帮忙起个花店的名字","给花店取个名字",1
"洋葱泡红酒有什么作用？","红酒浸洋葱有什么作用",1
"牙不好吃什么水果","胃不好吃什么水果好？",0
"五官端正怎样才算","怎么样的脸型才算帅哥",0
"什么蔬菜的根好吃","什么蔬菜好吃",0
"打火机什么牌子好","这个是什么牌子的打火机",1
"韩语的傻瓜和笨蛋怎么说","韩语笨蛋怎么说要汉语谐音的",1
"谁是爱奇艺的会员","谁有爱奇艺会员啊？",1
"五星红旗的设计者","五星红旗的设计者是",1
"电脑看电影用什么播放器好！","电影没下载完，用什么播放器能看",0
"第三单元答案，","详解，答案",0
"桂林哪里最好玩","桂林哪里好玩？",1
"眉毛很希，怎样能让它长出来啊","怎么能让修掉的眉毛不再长出来？",0
"这是什么螃蟹呀","这是什么螃蟹呢？贵不贵",1
"为什么说台湾自古以来就是中国的领土?","为什么说台湾自古以来就是中国的土地？",1
"赛尔号怎样盗号","赛尔号如何盗号",1
"男生喜欢文静的女生吗","男生喜欢短发女生吗",0
"神探狄仁杰第五部什么时候上映呀","神探狄仁杰5什么时候上映",1
"这个图片的情侣头像","情侣头像这个图片的",1
"培根片是什么？","培根肉是什么",0
"请问您是使用的银行卡金额支付的吗？","请问您是使用的银行卡的金额支付的呢？",1
"这是谁？哪个动漫里的","这是谁哪个动漫里的！",1
"个性霸气的女生网名","带个性霸气的女生网名",1
"怎么才能用手机买火车票","移动充值卡在哪里买，怎么跟他说",0
"什么歌听着很伤心？","什么事让我最伤心？",0
"麻烦您了，辛苦您在3分钟之内回复一下不要断开","是麻烦您了，辛苦您在3分钟之内回复一下",1
"我叫姐姐家的女儿是什么","姐姐的女儿我叫她什么",1
"哪个浏览器速度最快？","哪个浏览器速度最快",1
"请问您的转账的收款人的姓名和您本来需要转账的收款人的姓名是一致的吗？","您好，您转账失败的原因是：账户姓名和银行开户姓名不符客户账户名称错误。",0
"谁是帅哥？","此帅哥是谁?",0
"神鬼传奇众神狂欢卡礼包内容","神鬼传奇新手卡￥",0
"《车匙》是哪部电视剧的插曲？","《默》曾是哪部电视剧的插曲",0
"我的世界手机版材质包怎么用","我的世界手机版材质包咋下",0
"唱和什么意思","唱和是什么意思",1
"浓妆淡抹总相宜的前一句是什么","淡妆浓抹总相宜是什么意思？",0
"帮我起个好听的网名吧","谁能帮我起个好听点的网名男的",1
"您好，请问您是要投诉什么，这边可以帮您提交的","这边是可以帮您提交您的投诉的，麻烦您具体说下您具体投诉的原因",0
"重口味心理学txt","重口味心理学2",0
"束缚是什么意思？","束缚什么意思",1
"谚语不经一事的后一句是什么","谚语不经一事的后面那句是什么",1
"任达华演的电影。","任达华的电影有哪些",1
"如何设置支付宝快捷支付限额","支付宝快捷支付如何提高限额",1
"你看这样可以吗？小二这边从新给您发送一下邮件您从新上传一下可以吗？","您好，您的这个红包是只能在这个给您发送红包的商家使用的，麻烦了。",0
"为什么现在有钱人那么多","为什么现在会有那么多有钱人",1
"金稻蒸脸器好用么","这种金稻蒸脸器好用吗",1
"女客户送什么礼物","送什么礼物给客户好？",1
"夏天是什么样的季节？","夏天是个什么样的季节",1
"美女和猫的头像","一张带才和丽的头像",0
"怎么去除这个味道？","怎么去除苯味道",0
"呐怎么组词","什怎么组词?",0
"口袋妖怪哪些版本好玩","口袋妖怪有哪些好玩的版本",1
"怎么神回复她？跪求神回复？","怎么回复这个说说，求神回复",1
"龙门飞甲在哪里下载","在哪里下载英汉词典",0
"你们说这是什么颜色","碳是什么颜色",1
"谁有星际穿越电影？","谁有星际穿越的电影",1
"多吃香蕉有什么好处？","香蕉有什么好处？",1
